Sequence,Domain,Family,Species
Escherichia coli 2860050 draft (185 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2872000 draft (202 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2872800 draft (111 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2875000 draft (124 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BCE019_MS-13 draft (198 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MP021017.3 draft (139 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.8 draft (126 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.7 draft (132 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.12 draft (124 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.11 draft (128 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.10 draft (122 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0304816.10 draft (179 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0304799.3 draft (491 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0301904.3 draft (190 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 174900 draft (101 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BCE008_MS-13 draft (32 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2726800 draft (50 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MP021552.8 draft (72 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0305260.1 draft (26 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 180600 draft (150 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2722950 draft (157 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2729250 draft (148 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2720900 draft (50 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli Envira 8/11 draft (63 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MP020980.2 draft (51 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0298942.1 draft (68 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0302293.2 draft (37 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli ThroopD draft (43 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2726950 draft (186 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2845350 draft (172 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0304777.4 draft (142 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0304777.10 draft (141 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0302308.11 draft (141 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli P0302308.1 draft (44 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 2770900 draft (145 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MP020940.1 draft (56 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HM27 draft (285 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli APEC O1 chromosome,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli CFT073 chromosome,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE33 draft (220 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli TOP382-1 draft (118 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli TOP550-4 draft (120 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli TOP2386 draft (219 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli TOP2515 draft (2560 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O157 str. NCCP15738 draft (415 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O91 draft (439 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE159 draft (48 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE103 draft (109 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE102 draft (64 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE73 draft (88 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE64 draft (103 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE240 draft (57 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE195 draft (69 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE186 draft (72 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE34 draft (94 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE19 draft (33 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KTE114 draft (37 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli E1777 draft (651 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B85 draft (128 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B112 draft (126 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B109 draft (121 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B103 draft (127 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B94 draft (57 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B26-2 draft (58 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 109 (4-6977162) draft (94 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 106 (4-6881831) draft (24 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 103 (4-5904188) draft (48 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 100 (4-2850729) draft (32 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 95 (4-6074464) draft (62 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 90 (4-3191362) draft (31 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 89 (4-5885604) draft (32 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 84 (4-1021478) draft (46 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 85 (4-0792144) draft (24 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 78 (4-2735946) draft (57 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 68 (4-0888028) draft (39 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 69 (4-2837072) draft (19 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 44 (4-2298570) draft (41 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 32 (4-3773988) draft (41 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 28 (4-0907367) draft (35 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 29 (4-3418073) draft (13 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 25 (4-5851939) draft (93 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 22 (4-2258986) draft (16 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 20 (4-5865042) draft (48 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 13 (4-7634056) draft (66 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 16 (4-7649002) draft (47 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 159 (4-5818141) draft (44 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 155 (4-4509048) draft (16 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 215 (4-3008371) draft (11 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 205 (4-3094677) draft (44 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 203 (4-3126218) draft (19 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 196 (4-4530470) draft (20 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 195 (3-7155360) draft (27 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 189 (4-3220125) draft (63 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 180 (4-3051617) draft (38 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 176 (4-3428664) draft (44 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 169 (4-1075578) draft (47 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 144 (4-4451937) draft (46 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 142 (4-5627451) draft (58 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 132 (4-6876862) draft (44 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 118 (4-7345399) draft (41 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 117 (4-6857191) draft (38 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 116 (4-6879942) draft (36 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 112 (4-5987253) draft (34 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 111 (4-7039018) draft (23 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3292-1 draft (92 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3298-1 draft (46 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KOEGE 7 (16a) draft (49 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3662-1 draft (22 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3656-1 draft (28 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3220-1 draft (33 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3216-1 draft (34 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3206-1 draft (48 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3178-1 draft (57 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3172-1 draft (46 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3161-1 draft (33 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3159-1 draft (43 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3140-1 draft (68 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3155-1 draft (35 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3139-1 draft (114 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3097-1 draft (31 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3041-1 draft (56 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KOEGE 62 (175a) draft (33 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KOEGE 43 (105a) draft (40 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli KOEGE 32 (66a) draft (38 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 4207-1 draft (30 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3899-1 draft (102 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3955-1 draft (48 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 95NR1 draft (181 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli str. K12 substr. MG1655 Escherichia coli str. K-12 substr. MG1655 strain K-12,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 116-1 draft (477 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 187-1 draft (310 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 146-1 draft (355 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 145-7 draft (143 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 124-1 draft (176 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 107-1 draft (72 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 21-1 draft (540 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 69-1 draft (425 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MS 84-1 draft (432 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1827-70 draft (35 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O157:H7 str. FRIK966 draft (316 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O157:H7 str. TW14588 draft (10 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O157:H7 str. EC4206 draft (7 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli E110019 draft (137 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli B7A draft (289 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O157:H7 str. EC4501 draft (250 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli AB42410445-isolate1 draft (231 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MC19 draft (369 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MC23 draft (282 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 148 (4-3192490) draft (75 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 86 (4-7026218) draft (68 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli HVH 136 (4-5970458) draft (47 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BIDMC 39 draft (30 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli UMEA 3426-1 draft (37 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 910096-2 draft (202 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 908519 draft (235 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 113302 draft (345 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 907446 draft (198 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 907713 draft (258 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 907357 draft (187 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli SCD1 draft (130 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli SCD2 draft (123 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 95JB1 draft (86 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli ECA-727 draft (539 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli ECC-Z draft (24 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 87A draft (1232 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1047 draft (400 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli LAU-EC9 draft (114 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli LAU-EC7 draft (77 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli PMV-1 plasmid pECOS88like WGS CBTO000000000 project data contig 2,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli str. K12 substr. MG1655 Escherichia coli str. K-12 substr. MG1655 strain K-12 draft (129 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli IS1 draft (440 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BWH 34 draft (5 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BIDMC 15 draft (38 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli BIDMC 17B draft (14 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli ISC56 draft (1186 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli JJ1886,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli MP1 draft (77 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli strain UCD_JA17 draft (99 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli O145:H28 str. RM13514,BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S1_C1 draft (128 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S1_C2 draft (137 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S1_C3 draft (133 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S3_C1 draft (188 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S3_C2 draft (176 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S4_C2 draft (199 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-110-08_S4_C3 draft (196 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
Escherichia coli 1-176-05_S1_C1 draft (172 frags),BacteriaFamilies,Enterobacteriaceae,Escherichia coli
